name,company,workarea,salary,requirements,company_type,company_size
数据分析师,康健苗苗（杭州）医药有限公司,杭州-余杭区,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,福建国通星驿网络科技有限公司,福州-马尾区,6-8千/月,['本科'],民营公司,500-1000人
数据分析(副)经理,好来化工（中山）有限公司（品牌：黑人牙膏）,异地招聘,1-1.5万/月,"['5-7年经验', '本科']",外资（欧美）,1000-5000人
软件研发工程师（AI/数据分析方向）,北京格林威尔科技发展有限公司,北京-昌平区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析产品经理,深圳凯华技术有限公司,深圳,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,武汉大润发江汉超市发展有限公司,武汉,4.5-6千/月,"['3-4年经验', '本科']",外资（非欧美）,500-1000人
数据分析专员,上海米芝莲餐饮管理有限公司,上海-杨浦区,6-8千/月,"['2年经验', '大专']",民营公司,1000-5000人
数据分析（双休+五险一金）,西安二十一世纪生物科技有限公司,西安-西咸新区,4.5-6千/月,"['1年经验', '本科']",民营公司,150-500人
数据分析/media analyst,杭州锐致商务咨询有限公司,上海-黄浦区,0.8-1万/月,"['在校生/应届生', '本科']",民营公司,1000-5000人
采购助理（数据分析）,广州哈倪蔓生物科技有限公司,广州-白云区,4.5-6千/月,"['1年经验', '大专']",民营公司,50-150人
检验技术员（遗传数据分析方向）,广州金域医学检验中心（子公司）,广州-海珠区,0.5-1.2万/月,"['无需经验', '本科']",上市公司,5000-10000人
资深电商数据分析专员1270,健合（中国）有限公司,广州-天河区,0.8-1万/月,"['3-4年经验', '本科']",外资（非欧美）,1000-5000人
商品推进主管（数据分析）,有家实业有限公司,武汉-江汉区,6-9千/月,"['3-4年经验', '大专']",民营公司,1000-5000人
数据分析师,上海直真君智科技有限公司,异地招聘,0.8-1.5万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析工程师,苏州市环亚数据技术有限公司,苏州-吴中区,1.5-2.5万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析工程师,中赢智数（广东）科技有限公司,广州-天河区,0.5-1万/月,"['2年经验', '大专']",民营公司,50-150人
数据分析师,四川诺瀚康科技有限公司,成都-高新区,4-8千/月,"['1年经验', '本科']",民营公司,少于50人
英日双语数据分析师 .K,大连博创人力资源开发有限公司,大连-沙河口区,6-8千/月,['大专'],民营公司,少于50人
数据分析师,青岛清数生态文明研究院有限公司,青岛-高新区,5-8千/月,"['1年经验', '本科']",民营公司,少于50人
数据分析,昆明贝壳房地产经纪有限公司,昆明-西山区,5-8千/月,"['3-4年经验', '本科']",上市公司,10000人以上
数据分析师,陕西泾河云创电子服务有限公司,重庆-渝北区,6-8千/月,"['无需经验', '大专']",民营公司,少于50人
后台数据分析师,武汉光庭信息技术股份有限公司,烟台,4-8千/月,"['2年经验', '本科']",民营公司,1000-5000人
数据分析师-广告电商,苏州风时网络科技有限公司,苏州-工业园区,0.6-2万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析专员,镇江知用电子商务有限公司,南京-江宁区,6-8千/月,"['2年经验', '本科']",民营公司,50-150人
商品数据分析专员,广州市质品服饰有限公司,广州,5-7千/月,"['2年经验', '大专']",民营公司,500-1000人
数据分析员（双休+五险一金+年终奖）,广州市喜洋物流有限公司,广州-越秀区,6-8千/月,"['3-4年经验', '大专']",民营公司,150-500人
数据分析师,创能国瑞（中国）科技有限公司（China GreenTech Ltd）,上海-黄浦区,0.6-1.2万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析师,重庆卓典市场信息咨询有限公司,重庆-渝中区,0.4-1万/月,"['1年经验', '大专']",民营公司,少于50人
数据分析工程师,富士康科技集团CMBU,深圳-龙华区,6-9千/月,"['在校生/应届生', '本科']",外资（非欧美）,10000人以上
数据分析师,深圳金蝶互联网金融服务有限公司,深圳-南山区,1.5-2万/月,"['3-4年经验', '本科']",外资（欧美）,150-500人
数据分析专员,云南创网科技有限公司,昆明,6-8千/月,"['1年经验', '本科']",民营公司,150-500人
（员岗）亚马逊数据分析,广州徕伊佐慕服饰有限责任公司,广州-番禺区,0.5-2万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析后端软件工程师,苏州迈为科技股份有限公司,异地招聘,0.8-1.5万/月,"['在校生/应届生', '本科']",民营公司,500-1000人
数据分析师,宁波优尊贸易有限公司,宁波-海曙区,6-8千/月,"['1年经验', '本科']",民营公司,50-150人
Python数据分析老师,上海博为峰软件技术有限公司,上海-黄浦区,2.5-3万/月,"['5-7年经验', '本科']",民营公司,150-500人
大数据分析员（双休+住宿）,深圳天牧云信息咨询有限公司,深圳-宝安区,6-8千/月,"['无需经验', '大专']",民营公司,50-150人
商品数据分析,东莞市以纯集团有限公司,异地招聘,4.5-6千/月,"['1年经验', '大专']",民营公司,10000人以上
数据分析师,绿城物业服务集团有限公司,杭州-西湖区,6-8千/月,"['2年经验', '大专']",民营公司,10000人以上
数据分析师,广州纳金科技有限公司,广州-黄埔区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析工程师,重庆大江动力设备制造有限公司,重庆,4-6千/月,"['无需经验', '本科']",上市公司,1000-5000人
大数据分析,安琪酵母股份有限公司,宜昌-伍家岗区,5.3-6千/月,"['无需经验', '本科']",国企,1000-5000人
数据分析师,华通力盛（北京）智能检测集团有限公司,济宁,4.5-9千/月,"['无需经验', '本科']",民营公司,50-150人
数据分析师,武汉东方银鑫汽车服务有限公司,武汉-江岸区,4-6千/月,"['2年经验', '本科']",民营公司,150-500人
房地产前策投资数据分析师,深圳禾略贝塔信息科技有限公司,成都-武侯区,5-6.5千/月,"['在校生/应届生', '本科']",创业公司,50-150人
数据分析助理（无经验）,西安赛林环保科技股份有限公司,深圳-南山区,6-8千/月,"['在校生/应届生', '中专']",民营公司,150-500人
高级临床数据分析员,北京思创贯宇科技开发有限公司,北京-海淀区,1.5-2万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析助理（每年2次加薪）,四衡商务信息咨询（上海）有限公司,上海-浦东新区,6-8千/月,"['1年经验', '大专']",民营公司,500-1000人
市场数据分析专员（医药行业）,广东泓森医药有限公司,广州,4.5-6.5千/月,"['2年经验', '大专']",民营公司,150-500人
大数据分析,江苏太湖云计算信息技术股份有限公司,无锡,0.8-1万/月,"['在校生/应届生', '本科']",国企,150-500人
数据分析员（双休+五险一金+年终奖）,非拉铁非（广州）国际物流股份有限公司,广州-越秀区,6-8千/月,"['3-4年经验', '大专']",民营公司,150-500人
数据分析助理,康师傅（昆明）方便食品有限公司,昆明-盘龙区,3-5千/月,"['1年经验', '本科']",外资（非欧美）,500-1000人
销售数据分析,信达生物制药（苏州）有限公司,苏州-工业园区,0.8-1.5万/月,"['3-4年经验', '大专']",外资（欧美）,1000-5000人
数据分析师,佰聆数据股份有限公司,天津-东丽区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析主管,开润股份,滁州,0.8-1万/月,"['5-7年经验', '本科']",上市公司,1000-5000人
物流渠道专员（数据分析）,福建纵腾网络有限公司,深圳-龙岗区,6-8千/月,"['2年经验', '大专']",民营公司,1000-5000人
数据分析,杭州诺途进出口有限公司,杭州-西湖区,0.6-1万/月,"['在校生/应届生', '本科']",民营公司,50-150人
营运数据分析- 营运技术支持部,友邦人寿保险有限公司,上海-黄浦区,1.5-2万/月,"['3-4年经验', '本科']",外资（欧美）,1000-5000人
数据分析师,上海捷奥软件股份有限公司,上海-浦东新区,0.8-1万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析师（数模开发/大数据方向）,澳妆（上海）国际贸易有限公司,上海-徐汇区,1.2-1.7万/月,"['2年经验', '大专']",外资（非欧美）,150-500人
数据分析专员,深圳市亚启科技有限公司,深圳-龙岗区,6-8千/月,"['1年经验', '本科']",民营公司,150-500人
数据分析员,广州点动信息科技股份有限公司,广州-天河区,5-8千/月,"['1年经验', '本科']",上市公司,1000-5000人
数据分析,上海华录超清文化科技有限公司,广州-越秀区,6-8千/月,"['2年经验', '本科']",民营公司,50-150人
数据分析助理,广东莲藕健康科技有限公司,广州-白云区,4.5-6千/月,"['1年经验', '本科']",创业公司,150-500人
数据分析师,上海定卓网络科技有限公司,上海-静安区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,50-150人
德资车企售后数据分析,薪得付信息技术（上海）有限公司,北京-朝阳区,1.2-1.6万/月,"['2年经验', '本科']",外资（欧美）,1000-5000人
数据分析师,杭州宾博贸易有限公司,上海-宝山区,6-8千/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,中通服创立信息科技有限责任公司,成都-青羊区,0.8-1.1万/月,"['3-4年经验', '大专']",国企,500-1000人
高级数据分析师,广州算法科技有限公司,广州-海珠区,1-2万/月,"['1年经验', '大专']",民营公司,50-150人
数据分析 双休,杭州久盛实业有限公司,杭州-下城区,5-8千/月,"['3-4年经验', '大专']",民营公司,150-500人
金融数据分析,中国平安人寿保险股份有限公司重庆市江北支公司,重庆-江北区,0.8-1万/月,"['1年经验', '大专']",民营公司,
数据分析专员,厦门弘有信信息技术服务有限公司,北京-朝阳区,8.9-9千/月,"['1年经验', '大专']",民营公司,50-150人
GIS数据分析师,上海地信信息技术有限公司,上海,0.6-1万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析师,福州福光水务科技有限公司,福州,0.7-1万/月,"['2年经验', '本科']",民营公司,500-1000人
数据分析主管,柏荟国际医疗集团,上海-黄浦区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人
高级数据分析师,广州佰花方化妆品有限公司,广州-天河区,0.6-1万/月,"['1年经验', '本科']",民营公司,500-1000人
商品调度/商品数据分析专员,英氏婴童用品有限公司,上海-静安区,5-7千/月,"['2年经验', '大专']",外资（非欧美）,1000-5000人
数据分析师,广州天源信息科技股份有限公司,广州,6-8千/月,"['无需经验', '本科']",民营公司,50-150人
数据分析师 Data Analyst,索能达中国,上海-徐汇区,0.8-1.2万/月,"['1年经验', '本科']",外资（欧美）,1000-5000人
数据分析工程师（车联网）,山东五征集团有限公司,杭州-余杭区,1.5-3.8万/月,"['5-7年经验', '本科']",民营公司,10000人以上
数据分析专员,温州珮娜服饰有限公司,杭州-江干区,6-8千/月,"['2年经验', '大专']",民营公司,150-500人
数据分析岗,中国平安人寿保险股份有限公司成都电话销售中心,成都-青羊区,0.5-1万/月,[],上市公司,1000-5000人
数据分析专员,广州小鹏汽车科技有限公司,广州-天河区,6-9千/月,"['2年经验', '大专']",民营公司,1000-5000人
汽车市场数据分析,上海雷神咨询有限公司,上海,10-20万/年,"['5-7年经验', '本科']",外资（欧美）,150-500人
数据分析/业务支持（采购部）,百安居（上海）商贸有限公司,上海-浦东新区,0.8-1.2万/月,"['3-4年经验', '本科']",合资,
数据分析师,工讯科技（深圳）有限公司,深圳-龙岗区,0.7-1万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析主管,惠州贝壳闹海房地产经纪有限公司,惠州,6-8千/月,"['3-4年经验', '本科']",民营公司,10000人以上
数据分析员,吉致汽车金融有限公司,上海-浦东新区,15-25万/年,"['2年经验', '本科']",合资,150-500人
数据分析师,怡安翰威特咨询（上海）有限公司,上海,0.8-1万/月,"['1年经验', '本科']",外资（欧美）,150-500人
大数据分析、数据治理工程师,广东寰球智能科技有限公司,异地招聘,0.8-1万/月,"['2年经验', '本科']",合资,少于50人
数据分析师,上海宝立电子商务有限公司,上海-静安区,0.7-1万/月,"['1年经验', '本科']",民营公司,50-150人
国际数据分析统计员,广州熙彬贸易有限公司,广州-天河区,0.6-1万/月,"['2年经验', '本科']",民营公司,500-1000人
数据分析考核主管,上海清美绿色食品（集团）有限公司,上海,0.7-1万/月,"['3-4年经验', '大专']",民营公司,1000-5000人
数据分析师-BI方向（双休）,四川万网鑫成信息科技有限公司,成都-高新区,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析专员,广州市朵以服饰有限公司,广州,4.5-6千/月,"['1年经验', '大专']",民营公司,1000-5000人
数据分析师,上海优斌电子商务有限公司,上海-松江区,6-9千/月,"['2年经验', '本科']",创业公司,少于50人
数据分析师,硕橙（厦门）科技有限公司,厦门,0.8-1万/月,['本科'],创业公司,少于50人
