name,company,workarea,salary,requirements,company_type,company_size
101022 数据分析工程师,浙江大学常州工业技术研究院,常州-新北区,0.7-1.2万/月,"['2年经验', '本科']",事业单位,50-150人
数据分析师,安康兰杉雨网络科技有限公司,济南-历城区,6-8千/月,"['1年经验', '本科']",民营公司,500-1000人
数据分析专业经理,深圳市龙光控股有限公司,深圳,2.5-3万/月,"['5-7年经验', '本科']",上市公司,10000人以上
数据分析专员,维达护理用品（中国）有限公司,武汉,5.5-6.5千/月,"['1年经验', '大专']",外资（欧美）,500-1000人
数据分析师（分析方向）,DeNA,上海,1.2-2万/月,"['2年经验', '本科']",外资（非欧美）,150-500人
数据分析师,深圳市笨鸟软件有限公司,深圳-福田区,0.7-1.2万/月,"['在校生/应届生', '本科']",民营公司,少于50人
数据分析+双休,沈阳中辉云科技有限公司,沈阳,3-4.5千/月,['大专'],民营公司,150-500人
数据分析助理6800/双休、五险一金,东莞市四兄弟科技有限公司,深圳-宝安区,0.8-1万/月,"['1年经验', '大专']",民营公司,50-150人
信息编辑/数据分析专员,上海欧锐信息咨询有限公司,上海-杨浦区,6-8千/月,"['1年经验', '大专']",合资,50-150人
运营数据分析师,南凌科技股份有限公司,深圳-福田区,1.3-1.8万/月,"['5-7年经验', '本科']",民营公司,500-1000人
数据分析专员+性别不限，电商,广州聚福电子商务有限公司,广州-白云区,5-8千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析师,上海贝易电子商务有限公司,上海-闵行区,1-2万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析师,湖南荟业电子商务有限公司,长沙-雨花区,0.8-1.2万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析专员,常州闹海房地产经纪有限公司,常州-新北区,6-8千/月,"['在校生/应届生', '本科']",民营公司,50-150人
数据分析工程师（可实习）,江苏蓝创智能科技股份有限公司,无锡,0.8-1.5万/月,"['1年经验', '本科']",民营公司,150-500人
大数据分析,宁波众瀚国际贸易有限公司,宁波,0.8-1.2万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,鑫荣懋集团股份有限公司,沈阳-大东区,6-8千/月,"['3-4年经验', '本科']",合资,150-500人
经营数据分析,鑫荣懋集团股份有限公司,深圳-龙岗区,1-1.5万/月,"['2年经验', '本科']",合资,1000-5000人
数据分析,苏州时玳运成网络科技发展有限公司,苏州-工业园区,0.6-1.2万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析主管,天地壹号饮料股份有限公司,广州,10-15万/年,"['3-4年经验', '本科']",上市公司,10000人以上
数据分析员,珠海京成建安装饰工程有限公司,珠海,6-8千/月,"['1年经验', '本科']",民营公司,150-500人
数据分析师,玖华（深圳）科技贸易有限公司,深圳,1-3万/月,"['2年经验', '大专']",外资（非欧美）,50-150人
数据分析专员,江南布衣服饰有限公司,杭州,6-8千/月,"['1年经验', '大专']",上市公司,1000-5000人
商品数据分析,上海圆邦时装有限公司,上海,0.8-1万/月,['2年经验'],民营公司,500-1000人
商品数据分析员（双休）,佛山市佳钰服饰有限公司,广州,5-6千/月,"['2年经验', '大专']",民营公司,150-500人
数据分析师,北京太和睿信企业管理顾问有限公司,上海-静安区,1-1.5万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析工程师,苏州德融嘉信信用管理技术股份有限公司,苏州-工业园区,0.5-2万/月,"['1年经验', '本科']",民营公司,50-150人
产品运营经理（数据分析向）,杭州泛远国际物流股份有限公司,深圳-宝安区,1.2-2万/月,"['5-7年经验', '本科']",民营公司,500-1000人
数据分析师(高级)--跨境电商事业部,萌恒集团,宁波,1-1.5万/月,"['1年经验', '本科']",民营公司,1000-5000人
商品数据分析主管,上海正德服饰发展有限公司（威斯康尼）,上海-青浦区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,500-1000人
数据分析师,广州快塑电子商务有限公司,广州-天河区,1-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,芜湖益心信息技术有限公司广州分公司,广州-天河区,1.2-1.5万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析师,亚宝药业太原制药有限公司,太原,4-5千/月,"['3-4年经验', '本科']",上市公司,150-500人
数据分析工程师师,爱驰汽车,上海-杨浦区,20-40万/年,"['3-4年经验', '本科']",创业公司,1000-5000人
数据分析师,山东亚微软件股份有限公司,济南-历下区,0.7-1万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析员,广州市联动同盟网络科技有限公司,广州-天河区,5-8千/月,"['在校生/应届生', '大专']",民营公司,50-150人
数据分析工程师,释空（上海）品牌策划有限公司,上海-松江区,0.8-1万/月,"['2年经验', '大专']",创业公司,少于50人
数据分析岗(J10126),深圳中兴飞贷金融科技有限公司,深圳-南山区,0.8-1.3万/月,"['1年经验', '本科']",民营公司,150-500人
商品数据分析主管,广州市白云区太和富民城商店,广州-白云区,6-8千/月,"['3-4年经验', '大专']",民营公司,500-1000人
项目维护工程师（数据分析类）,成都达拓智通科技有限公司,成都-武侯区,5-6千/月,"['在校生/应届生', '本科']",民营公司,少于50人
销售数据分析专家,大连展锋文化传媒有限公司,大连,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
营销数据分析师,上海特迈特广告有限公司,上海-长宁区,1.2-2万/月,"['3-4年经验', '本科']",民营公司,10000人以上
数据分析员,厦门优尼康网络科技有限公司,厦门,6-8千/月,"['3-4年经验', '本科']",外资（非欧美）,150-500人
BI数据分析师,西安华讯科技有限责任公司,西安-高新技术产业开发区,0.8-1.5万/月,"['2年经验', '本科']",合资,150-500人
知名500强外企—日语数据分析/总务,大连腾微传媒有限公司,大连-中山区,4-8千/月,"['2年经验', '大专']",民营公司,150-500人
数据分析,中邮信息科技（北京）有限公司,北京,2-4万/月,"['3-4年经验', '本科']",国企,150-500人
大数据分析员,云康健康产业集团有限公司,广州,0.8-1.5万/月,"['1年经验', '硕士']",民营公司,1000-5000人
高级数据分析师,三星信息技术服务（北京）有限公司,北京-朝阳区,2-3万/月,"['10年以上经验', '本科']",外资（非欧美）,1000-5000人
数据分析师（PCBA业务方向）,杭州捷配信息科技有限公司,杭州-下城区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师（双休）,西安升中电子科技有限公司,成都,4.5-6千/月,"['1年经验', '大专']",民营公司,少于50人
知名法资500强商务分析岗（数据分析）,上海任仕达人才服务有限公司,上海,0.8-1.1万/月,"['1年经验', '本科']",外资（欧美）,150-500人
用户运营数据分析,深圳碳链技术股份有限公司,深圳-福田区,0.7-1万/月,"['3-4年经验', '大专']",民营公司,50-150人
数据分析经理,贵州宏宇药业有限公司,异地招聘,7-9千/月,"['3-4年经验', '本科']",民营公司,150-500人
大数据分析工程师,重庆鑫易会计师事务所有限公司,重庆-渝北区,4.5-6千/月,"['3-4年经验', '大专']",民营公司,50-150人
数据分析师/数据分析经理,深圳合纵文化有限公司,深圳-南山区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,10000人以上
数据分析师,四川观想科技股份有限公司,成都-双流区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,150-500人
采购跟单（数据分析）,上海泰美医疗器械有限公司,上海,6-8千/月,"['2年经验', '大专']",国企,150-500人
大数据分析工程师,公安部第三研究所信息安全技术处,上海,2-2.5万/月,"['3-4年经验', '本科']",国企,150-500人
数据分析,广州金十信息科技有限公司,广州,0.8-1.2万/月,"['2年经验', '大专']",民营公司,150-500人
数据分析师,上海协进教育投资有限公司,上海-徐汇区,4.5-6千/月,"['1年经验', '本科']",民营公司,150-500人
IT数据分析工程师,杭州艾迪康医学检验中心有限公司,杭州-西湖区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
高级数据分析师,中金智汇科技有限责任公司,北京-大兴区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,50-150人
电商业务数据分析主任,谢瑞麟（广州）珠宝有限公司,广州-荔湾区,,"['2年经验', '本科']",外资（非欧美）,1000-5000人
商品专员/数据分析,浙江浩男服饰有限公司,杭州-下城区,6-8千/月,"['2年经验', '高中']",民营公司,50-150人
数据分析,富德生命人寿保险股份有限公司,深圳-福田区,2-2.5万/月,"['5-7年经验', '本科']",民营公司,1000-5000人
游戏数据分析师（六险一金）,成都六玥海棠网络科技有限公司,成都-武侯区,2.5-5千/月,"['1年经验', '大专']",民营公司,少于50人
数据分析师,上海可得光学科技有限公司,上海-普陀区,0.8-1.5万/月,"['1年经验', '大专']",民营公司,500-1000人
品牌营销策划（数据分析）,上海莫凡信息技术有限公司,上海-闵行区,0.9-1.3万/月,"['3-4年经验', '大专']",民营公司,50-150人
数据分析师（六险一金）,成都橙网科技有限公司,成都-高新区,4.5-6千/月,"['1年经验', '大专']",民营公司,少于50人
数据分析师( 电商),常州好开心网络科技有限公司,常州,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人
大气数据分析工程师,重庆广睿达科技有限公司,重庆-渝北区,0.5-1万/月,"['1年经验', '硕士']",民营公司,50-150人
数据分析主管/经理,珠海横琴好唱文化投资管理有限公司,深圳-南山区,0.8-1.8万/月,"['3-4年经验', '大专']",合资,1000-5000人
客服主管（偏数据分析）,广州电盈综合客户服务技术发展有限公司,上海-浦东新区,7-8千/月,"['1年经验', '高中']",外资（非欧美）,10000人以上
数据分析主管,上海玺智汽车租赁有限公司,上海-普陀区,1-2万/月,"['1年经验', '本科']",合资,150-500人
数据分析师,西安吉祥果信息科技有限公司,成都-武侯区,6-8千/月,"['1年经验', '大专']",民营公司,少于50人
数据分析师,北京中软泰和科技有限公司,北京-海淀区,2-3.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,吉步思（深圳）科技有限公司,深圳-龙华区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
电商客服主任（数据分析）,周生生（中国）商业有限公司,广州,,"['2年经验', '大专']",外资（非欧美）,5000-10000人
高级数据分析师,南京行狐集团有限公司,南京-建邺区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,500-1000人
数据分析师,时趣互动（北京）科技有限公司,北京-朝阳区,1.5-2万/月,"['5-7年经验', '本科']",外资（非欧美）,500-1000人
大数据分析师,武汉众诚华鑫科技有限公司,武汉-青山区,0.8-1万/月,"['1年经验', '本科']",民营公司,50-150人
大数据分析师,广州澳图美德信息科技有限公司,广州-越秀区,1.8-2.8万/月,"['5-7年经验', '本科']",外资（非欧美）,1000-5000人
医药数据分析师,广州优瓦科技有限公司,异地招聘,0.6-1万/月,"['3-4年经验', '本科']",民营公司,50-150人
生信数据分析工程师,广东因微解码生物科技有限公司,佛山,4.5-6千/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,上海凯诘电子商务股份有限公司,上海-徐汇区,0.5-1万/月,"['1年经验', '大专']",上市公司,500-1000人
销售数据分析（六险一金）,广州市伟昊科技电子有限公司,广州,5-7千/月,"['2年经验', '大专']",民营公司,150-500人
数据分析专员/主管,成都百裕制药股份有限公司,成都,4-7千/月,"['1年经验', '大专']",民营公司,1000-5000人
医学数据分析师,大连润生康泰医学检验实验室有限公司,大连-沙河口区,0.7-1.5万/月,"['无需经验', '硕士']",民营公司,50-150人
数据分析师,苏州斐波那契信息技术有限公司,苏州-工业园区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,少于50人
数据分析助理（双休+弹性工作）,广州瀚信信息咨询服务有限公司,广州-天河区,6-10万/年,"['1年经验', '大专']",民营公司,50-150人
数据分析岗（正式编制）,中国平安人寿保险股份有限公司无锡中心支公司,无锡-滨湖区,8-10万/年,"['1年经验', '本科']",上市公司,150-500人
数据分析师,深圳怀新企业投资顾问股份有限公司,深圳,1-1.5万/月,"['2年经验', '本科']",国企,50-150人
数据分析师,四川川润股份有限公司,自贡,0.7-1.5万/月,"['2年经验', '大专']",民营公司,1000-5000人
数据分析主管/经理,爱璞施（深圳）科技有限公司,深圳-南山区,0.8-1.8万/月,"['2年经验', '本科']",民营公司,50-150人
商品专员/数据分析,东莞市新佳娜服饰有限公司,东莞-虎门镇,4-6千/月,['1年经验'],民营公司,500-1000人
数据分析师,广州市方巨网络科技有限公司,广州,4-6千/月,"['无需经验', '本科']",民营公司,150-500人
数据分析师,江苏蜂云供应链管理有限公司,南京-雨花台区,5-8千/月,"['2年经验', '本科']",民营公司,150-500人
数据分析专员,广州市金宇服装有限公司,广州-番禺区,5.5-7千/月,"['1年经验', '大专']",民营公司,500-1000人
数据分析师（社交营销方向）,上海众引文化传播股份有限公司,上海-黄浦区,1-1.5万/月,"['1年经验', '本科']",上市公司,150-500人
数据分析主管（三方岗位）,费森尤斯卡比（中国）投资有限公司,无锡-滨湖区,1-1.5万/月,"['3-4年经验', '本科']",外资（欧美）,1000-5000人
高级数据分析师,杭州美嗖文化创意有限公司,杭州-滨江区,1-2万/月,"['2年经验', '大专']",民营公司,50-150人
数据分析经理,广东中盈盛达融资担保投资股份有限公司,佛山,12-24万/年,"['1年经验', '本科']",上市公司,150-500人
DBA数据分析师,江苏瑞祥科技集团有限公司,南京,3-4.5千/月,"['在校生/应届生', '本科']",民营公司,
数据分析专员,上海森那美汽车销售服务有限公司,上海-青浦区,6-8千/月,"['3-4年经验', '大专']",外资（非欧美）,150-500人
数据分析师,江苏乐云智力智慧产业发展有限公司,南京,4.5-6千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析,北京方圣时尚有限公司,北京-东城区,6-8千/月,"['2年经验', '大专']",民营公司,500-1000人
数据分析员,南京先平礼品有限公司,南京-秦淮区,6-8千/月,[],民营公司,500-1000人
数据分析挖掘工程师（苏州）,同济大学,苏州-高新区,1.5-2.5万/月,"['3-4年经验', '本科']",事业单位,500-1000人
数据分析,青英人力资源有限公司合肥分公司,上海,0.8-1.2万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析师,广东高捷航运物流有限公司,广州,0.8-1万/月,"['1年经验', '本科']",民营公司,500-1000人
商品数据分析员,广州乐途贸易有限公司,广州-荔湾区,5-7千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析专员,深圳市希贤技术有限公司,深圳-南山区,0.6-1.2万/月,"['2年经验', '大专']",民营公司,少于50人
01数据分析专员,百丽新零售,深圳-南山区,0.8-1.2万/月,"['2年经验', '本科']",外资（非欧美）,1000-5000人
数据分析师,杭州致成能源科技有限公司,杭州,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析师,雅昌文化集团-互联网及雅昌平台,北京-顺义区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析（实习岗）,成都伍拾广告有限公司,成都-锦江区,5-8千/月,"['在校生/应届生', '本科']",民营公司,50-150人
数据分析师,深圳骅富金融服务有限公司,深圳-宝安区,0.6-1万/月,"['1年经验', '本科']",民营公司,500-1000人
SEM推广专员（数据分析、广告投放）,广州钛宇科技有限公司,广州-海珠区,0.8-1万/月,"['2年经验', '大专']",创业公司,少于50人
数据分析师,上海蜜度信息技术有限公司,上海-浦东新区,0.8-1.2万/月,"['2年经验', '本科']",民营公司,500-1000人
市场企划（数据分析向）,大金（中国）投资有限公司上海分公司,杭州-西湖区,4.5-6千/月,"['1年经验', '本科']",外资（非欧美）,1000-5000人
数据管理/数据分析,红牛公司湖南分公司,长沙-开福区,4.5-6千/月,"['1年经验', '本科']",外资（非欧美）,150-500人
数据分析师,杭州海康威视数字技术股份有限公司广州分公司,异地招聘,1.1-1.8万/月,"['1年经验', '本科']",上市公司,1000-5000人
数据分析工程师,索芙特集团,广州-天河区,1.5-2万/月,"['2年经验', '大专']",民营公司,500-1000人
销售数据分析（双休+上市公司）,广州若羽臣科技股份有限公司,广州-黄埔区,6-8千/月,"['2年经验', '大专']",上市公司,500-1000人
数据分析师,博彦科技股份有限公司,北京,1-1.5万/月,"['1年经验', '本科']",上市公司,10000人以上
电商数据分析,阳狮集团,广州-天河区,1.5-2.2万/月,"['1年经验', '本科']",外资（欧美）,500-1000人
数据分析员,立信（重庆）数据科技股份有限公司,重庆,0.4-1万/月,"['1年经验', '本科']",民营公司,150-500人
数据分析经理,LALABOBO,北京-朝阳区,2-4万/月,"['5-7年经验', '本科']",外资（非欧美）,1000-5000人
数据分析师（宏观方向）,北京国研网信息有限公司,成都-武侯区,4.5-6千/月,"['1年经验', '本科']",国企,150-500人
游戏数据分析师(J9SG1),广州大蓝网络科技有限公司,广州-海珠区,1.5-2.5万/月,"['2年经验', '本科']",民营公司,150-500人
BI数据分析师,杭州九州方园科技有限公司,杭州-滨江区,0.6-1.5万/月,[],民营公司,50-150人
数据分析师,上海长为数据技术有限公司,上海-浦东新区,1.5-3万/月,"['2年经验', '硕士']",民营公司,少于50人
数据分析师,宁波鄞州硕学教育培训学校,宁波-海曙区,6-9千/月,"['1年经验', '本科']",民营公司,50-150人
数据分析研发工程师助理,广州盛原成科技有限公司,广州-番禺区,200元/天,"['在校生/应届生', '硕士']",合资,50-150人
数据分析师,深圳市讯方技术股份有限公司,异地招聘,1-1.5万/月,"['3-4年经验', '大专']",民营公司,1000-5000人
会计/财务数据分析,宁波市鄞州澳华信息咨询有限公司,宁波,6-8千/月,"['1年经验', '本科']",外资（非欧美）,50-150人
数据分析师,北京知帆科技有限公司,北京-海淀区,0.8-1.2万/月,"['1年经验', '本科']",民营公司,少于50人
商品数据分析（南京）,绫致时装（天津）有限公司,南京,4.5-6千/月,"['1年经验', '大专']",外资（欧美）,1000-5000人
资深数据分析师-产品技术中心 (MJ006569),搜狐视频,北京-海淀区,1-2.5万/月,"['1年经验', '本科']",外资（欧美）,500-1000人
数据分析师,懿姿设计（深圳）有限公司,深圳-龙岗区,4.5-7千/月,"['在校生/应届生', '大专']",民营公司,50-150人
商品数据分析主管/专员,河南歌锦服饰有限公司,郑州-二七区,4.5-6千/月,"['3-4年经验', '大专']",民营公司,500-1000人
数据分析师,索菲亚衣柜,上海-闵行区,0.6-1.5万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
大数据分析工程师,维恩贝特科技有限公司,北京,1.5-3万/月,"['3-4年经验', '大专']",民营公司,500-1000人
数据分析师,深圳宁泽金融科技有限公司,南京-建邺区,1-1.2万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析工程师（闵行浦江）,上海烈冰生物医药科技有限公司,上海,0.8-1万/月,"['无需经验', '本科']",民营公司,50-150人
数据分析师,国云科技股份有限公司,东莞,0.8-1万/月,"['3-4年经验', '本科']",上市公司,50-150人
数据分析（图像处理方向）,上海美特斯邦威服饰股份有限公司,上海-浦东新区,1-3万/月,"['3-4年经验', '本科']",民营公司,10000人以上
8k土木工程师/大数据分析,北京政星企业管理有限公司,异地招聘,0.8-1.5万/月,"['无需经验', '大专']",民营公司,150-500人
高级数据分析师,广州阿凡提电子科技有限公司,广州,2.5-3.5万/月,"['5-7年经验', '大专']",民营公司,少于50人
数据分析师,上海九鸽信息科技有限公司,上海-长宁区,1.2-1.5万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析师,驿点（深圳）公寓管理有限公司,深圳-南山区,0.7-1万/月,"['1年经验', '大专']",民营公司,50-150人
数据分析师,广州保兰德企业管理有限公司,广州-天河区,0.5-1万/月,"['3-4年经验', '本科']",民营公司,50-150人
在线数据分析经理/主管/担当（护肤品）,上海珺才企业管理咨询有限公司,上海-虹口区,0.6-1.9万/月,"['2年经验', '本科']",民营公司,50-150人
百度数据分析专员,西安丽韵艺露信息科技有限公司,西安-碑林区,4.5-6千/月,"['1年经验', '大专']",合资,50-150人
游戏运营-数据分析师,上海姚际信息科技有限公司,上海-徐汇区,0.8-1.2万/月,"['2年经验', '本科']",民营公司,150-500人
安全数据分析开发工程师,国和瑞斯（北京）科技有限公司,北京-海淀区,0.4-1万/月,"['2年经验', '本科']",民营公司,50-150人
女装商品数据分析员,成都欣荣达商贸有限公司,成都-成华区,4.5-6千/月,"['2年经验', '本科']",民营公司,150-500人
21届-IT开发工程师-数据分析(J10574),俊发生活服务集团,异地招聘,4.5-6千/月,"['在校生/应届生', '本科']",民营公司,1000-5000人
商业数据分析师 (MJ000078),浙江森马电子商务有限公司,异地招聘,1-1.5万/月,"['2年经验', '本科']",民营公司,500-1000人
数据分析师,北京鹍鹏科创科技发展有限公司,北京-海淀区,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人
业务数据分析师（财税方向）,北京公瑾科技有限公司广州分公司（慧算账）,广州-天河区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
高级数据分析师,亿科数字,深圳-南山区,2.5-3.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,上海晨光文具股份有限公司,上海-徐汇区,7-9千/月,"['2年经验', '本科']",上市公司,5000-10000人
销售助理/统计员/数据分析员,福建朗润商贸有限公司,福州-仓山区,3.8-5.5千/月,"['2年经验', '大专']",民营公司,500-1000人
运营数据分析师/经理,广州合摩计算机科技有限公司,广州-天河区,1.5-3万/月,"['5-7年经验', '本科']",民营公司,150-500人
数据分析师,云南骥旅企业管理有限公司,昆明-西山区,3-4.5千/月,"['2年经验', '大专']",民营公司,50-150人
数据分析师,日播时尚集团股份有限公司,上海-松江区,1-1.5万/月,"['2年经验', '本科']",民营公司,1000-5000人
数据分析专员,家乐福武汉 Wuhan,武汉-汉阳区,3-4.5千/月,"['无需经验', '大专']",合资,10000人以上
数据分析师,杭州新航道学校,杭州-下城区,6.5-7.5千/月,"['1年经验', '本科']",民营公司,500-1000人
平台运营专员/数据分析专员,上海科之锐人才咨询有限公司,上海-浦东新区,0.8-1万/月,"['1年经验', '本科']",上市公司,5000-10000人
销售预测数据分析专员,晶科能源有限公司,上海-静安区,0.8-1万/月,"['2年经验', '本科']",上市公司,10000人以上
销售数据分析,北京布逸昊服装服饰有限公司（S.D.Spontini）,北京-东城区,4.5-6千/月,"['1年经验', '大专']",民营公司,500-1000人
市场数据分析师,杭州布诗品牌科技有限公司,杭州-江干区,0.8-1万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析专员,家乐福（中国）管理咨询服务有限公司,上海-普陀区,0.7-1.2万/月,"['1年经验', '本科']",外资（欧美）,10000人以上
数据分析,深圳斯达领科网络科技有限公司,异地招聘,0.8-1万/月,"['1年经验', '本科']",民营公司,1000-5000人
CRM专员（活动营销/数据分析）,广州妮趣化妆品有限公司,广州-越秀区,5-7千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析师,天津卓漫科技有限公司,天津-西青区,5-8千/月,"['无需经验', '本科']",民营公司,500-1000人
BK31CO-催收数据分析岗,平安银行汽车金融中心,深圳-福田区,2-2.5万/月,"['1年经验', '本科']",民营公司,1000-5000人
BPO数据分析师,苏州星智达管理咨询有限公司,苏州-工业园区,4-6千/月,"['1年经验', '大专']",外资（非欧美）,50-150人
数据分析员,杭州德同生物技术有限公司,杭州,0.7-1.4万/月,"['2年经验', '硕士']",合资,50-150人
数据分析师,北京亚鸿世纪科技发展有限公司,武汉,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,上海睿芽教育科技有限公司,郑州-高新区,3-4.5千/月,"['1年经验', '大专']",民营公司,50-150人
质量数据分析工程师,成都拓米双都光电有限公司,成都-新都区,0.6-1.2万/月,"['3-4年经验', '大专']",合资,1000-5000人
数据分析员,广东双瀛品牌运营管理有限公司,广州-番禺区,0.4-1.2万/月,"['2年经验', '大专']",外资（非欧美）,150-500人
Data Analyst 数据分析师,上海育碧电脑软件有限公司,上海,,"['3-4年经验', '本科']",外资（欧美）,500-1000人
8K电气自动化/大数据分析师,北京联科数信科技有限公司,异地招聘,0.8-1.5万/月,"['无需经验', '大专']",民营公司,150-500人
数据分析师-HDQX,深圳瀚德金融科技控股有限公司,深圳-南山区,1.5-3万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析师,上海成玙信息科技有限公司,北京-东城区,0.8-1万/月,"['无需经验', '大专']",民营公司,少于50人
财务数据分析员,南京丹枫雨露餐饮管理有限公司,南京,4.5-6千/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析师（五险一金+双休）,苏州翰卓妙信息咨询有限公司,苏州-相城区,5-7千/月,"['1年经验', '大专']",民营公司,少于50人
数据分析经理,广州方舟医药有限公司,广州-黄埔区,12-20万/年,"['5-7年经验', '本科']",民营公司,1000-5000人
数据分析工程师,江苏斯诺物联科技有限公司,镇江,6-8千/月,"['无需经验', '本科']",民营公司,50-150人
数据分析员,西藏金采科技股份有限公司,拉萨,5-6千/月,"['1年经验', '大专']",民营公司,150-500人
Sr. Assortment Planning Analyst - 高级数据分析专员,家得宝投资管理（上海）有限公司,深圳-福田区,,['本科'],外资（欧美）,150-500人
总助（数据分析）,上海懿椿医疗器械有限公司,上海-杨浦区,0.7-1万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析开发工程师,北京尚博信科技有限公司,广州-天河区,1-3万/月,"['1年经验', '大专']",民营公司,500-1000人
车辆数据分析测试工程师,火烈鸟网络（广州）股份有限公司,广州,5-8千/月,"['无需经验', '本科']",民营公司,150-500人
数据分析,上海和兆服饰有限公司,上海-徐汇区,0.8-1万/月,"['2年经验', '大专']",民营公司,1000-5000人
产品数据分析,杭州英奇科技有限公司,杭州-滨江区,0.7-1万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析师,广州合富科技有限公司,广州-天河区,0.8-1.2万/月,"['2年经验', '大专']",合资,150-500人
数据分析主管,禾源国际贸易（上海）有限公司,成都-金牛区,4.5-6千/月,"['1年经验', '大专']",合资,50-150人
数据分析师,广东大贵人商务服务有限公司,佛山,6-8千/月,"['2年经验', '本科']",民营公司,150-500人
数据分析师,泉州森地客体育用品有限公司,泉州,1-1.5万/月,"['3-4年经验', '大专']",民营公司,500-1000人
缦图总部-大数据分析师,杭州缦图摄影有限公司,杭州-江干区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
数据分析师（双休+六险一金）,重庆新思达企业管理有限公司,重庆,6-8千/月,"['3-4年经验', '本科']",民营公司,50-150人
商品数据分析专员,上海爱发投资管理有限公司,上海-静安区,6-8千/月,"['1年经验', '本科']",民营公司,1000-5000人
运营数据分析师,福州将星网络科技有限公司,福州-鼓楼区,4-9千/月,"['1年经验', '本科']",民营公司,少于50人
数据分析师,广州市齐明软件科技有限公司,广州-黄埔区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,重庆鸿巨网络科技有限公司,重庆-渝中区,0.6-1万/月,"['3-4年经验', '本科']",民营公司,150-500人
数据分析员,欧陆检测技术（深圳）有限公司,广州-海珠区,6-8千/月,"['2年经验', '本科']",外资（欧美）,150-500人
商品专员/货控（数据分析方向）,百丽鞋业（武汉）有限公司,武汉-江汉区,4.5-6千/月,"['2年经验', '大专']",民营公司,1000-5000人
数据分析师,东莞市的高贸易有限公司,东莞,7-15万/年,"['5-7年经验', '本科']",民营公司,50-150人
数据分析工程师,大连思泰克科技有限公司,大连,4-9千/月,"['3-4年经验', '大专']",外资（非欧美）,50-150人
数据分析师,上海科之锐人才咨询有限公司,深圳-南山区,7-9千/月,"['2年经验', '本科']",上市公司,1000-5000人
销售助理（偏数据分析）,广州市华粤行仪器有限公司,广州-番禺区,6-8千/月,"['2年经验', '本科']",民营公司,500-1000人
汽车行业数据分析师,时代嘉道企业机构,上海-长宁区,0.8-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
电商数据分析师（大湾区）,佛山电视台,佛山,6-8千/月,"['2年经验', '大专']",事业单位,500-1000人
电商数据分析实习生,安客诚信息服务（上海）有限公司,南通,148元/天,"['在校生/应届生', '本科']",外资（欧美）,150-500人
数据分析师（业务支持）,“前程无忧”51job.com（光谷）,武汉-洪山区,,"['2年经验', '本科']",外资（非欧美）,1000-5000人
采购数据分析员,武汉煜韩环境科技有限公司,武汉-汉阳区,4.5-6千/月,"['2年经验', '大专']",民营公司,500-1000人
